route_id,route_name,mode,operator,start_stop,end_stop,stops_count,stops_list,distance_km_est,total_travel_time_min,dwell_time_total_min,avg_speed_kmh_est,frequency_min,service_start,service_end,trips_per_day_est,geometry_wkt,source
R0305,ALIMENTADOR Portal Sur — Venecia,alimentador,Empresa SITP,Portal Sur,Venecia,18,Portal Sur;Teusaquillo;PlazaBolívar;Salitre;Fontibón;Bosa;PortalNorte;Soacha;Suba;Alquería;Monserrate;Engativá;GranEstación;NQS;Chía;Calle80;SanAndresito;Venecia,13.85,58,10,14.33,10,06:25:00,23:19:00,101,LINESTRING(...),synthetic_generated_by_chatgpt
R0306,TRANSMILENIO_TRONCAL Centro — Tunal,transmilenio_troncal,Consorcio Zonal,Centro,Tunal,14,Centro;Acueducto;Chía;GranEstación;Soacha;Engativá;Marsella;Cedritos;Kennedy;El Tintal;Av.Calle26;Portal Sur;Usaquén;Tunal,9.99,29,5,20.68,15,05:40:00,21:38:00,63,LINESTRING(...),synthetic_generated_by_chatgpt
R0307,TRANSMILENIO_TRONCAL Usme — Teusaquillo,transmilenio_troncal,Consorcio Zonal,Usme,Teusaquillo,11,Usme;Monserrate;Alquería;Av.Calle26;Modelo;Marsella;Chía;La Castellana;Venecia;PortalNorte;Teusaquillo,11.99,27,3,26.65,15,04:18:00,21:39:00,69,LINESTRING(...),synthetic_generated_by_chatgpt
R0308,ALIMENTADOR Venecia — La Candelaria,alimentador,Consorcio Zonal,Venecia,La Candelaria,15,Venecia;Alquería;Museo;Engativá;Usaquén;ZonaFranc;Chapinero;Restrepo;Portal Sur;Calle80;ColinaCampestre;Teusaquillo;SanAndresito;PlazaBolívar;La Candelaria,16.23,54,7,18.03,30,05:40:00,23:17:00,35,LINESTRING(...),synthetic_generated_by_chatgpt
R0309,CABLE La Castellana — PortalNorte,cable,Transmilenio S.A.,La Castellana,PortalNorte,13,La Castellana;Venecia;Fontibón;Avenida39;Museo;Usme;Bosa;Marsella;SimónBolívar;Portal Sur;Avenida19;Modelo;PortalNorte,11.39,38,10,17.98,30,06:45:00,22:41:00,31,LINESTRING(...),synthetic_generated_by_chatgpt
R0310,ALIMENTADOR San Victorino — Usaquén,alimentador,Operador B,San Victorino,Usaquén,19,San Victorino;Salitre;Avenida19;Monserrate;La Candelaria;Chía;SimónBolívar;Marly;Museo;PortalNorte;Alquería;Quirigua;Avenida39;CiudadBolívar;Av.Calle26;Portal Sur;Restrepo;ColinaCampestre;Usaquén,18.14,71,15,15.33,5,06:23:00,23:52:00,209,LINESTRING(...),synthetic_generated_by_chatgpt
R0311,SITP_COMPLEMENTARIA Usaquén — San Victorino,sitp_complementaria,Operador B,Usaquén,San Victorino,7,Usaquén;Chapinero;Calle80;Teusaquillo;Marsella;Alquería;San Victorino,6.82,35,6,11.7,20,04:02:00,22:35:00,55,LINESTRING(...),synthetic_generated_by_chatgpt
R0312,SITP_URBAN SanAndresito — Calle80,sitp_urban,Transmilenio S.A.,SanAndresito,Calle80,20,SanAndresito;San Victorino;El Tintal;Chapinero;ZonaFranc;Suba;NQS;PlazaBolívar;Engativá;La Candelaria;Marsella;Usme;CiudadBolívar;ColinaCampestre;Avenida19;Restrepo;Av.Calle26;GranEstación;Cedritos;Calle80,18.31,61,8,18.01,5,06:01:00,22:15:00,194,LINESTRING(...),synthetic_generated_by_chatgpt
R0313,SITP_URBAN ColinaCampestre — PortalNorte,sitp_urban,Operador A,ColinaCampestre,PortalNorte,5,ColinaCampestre;Suba;Av.Calle26;Kennedy;PortalNorte,4.26,16,4,15.97,12,06:06:00,21:21:00,76,LINESTRING(...),synthetic_generated_by_chatgpt
R0314,TRANSMILENIO_TRONCAL Marly — La Candelaria,transmilenio_troncal,Operador B,Marly,La Candelaria,13,Marly;El Tintal;Modelo;La Castellana;Chapinero;Bosa;PlazaBolívar;Galerías;Monserrate;Soacha;Cedritos;ZonaFranc;La Candelaria,11.17,48,7,13.97,7,04:01:00,20:07:00,138,LINESTRING(...),synthetic_generated_by_chatgpt
R0315,ALIMENTADOR Venecia — Galerías,alimentador,Operador B,Venecia,Galerías,20,Venecia;Quirigua;Fontibón;Avenida39;Monserrate;Suba;Usme;Usaquén;NQS;Restrepo;ColinaCampestre;Salitre;CiudadBolívar;Chapinero;Engativá;SimónBolívar;Tunal;SanAndresito;ZonaFranc;Galerías,16.79,60,12,16.79,12,06:56:00,22:39:00,78,LINESTRING(...),synthetic_generated_by_chatgpt
R0316,SITP_URBAN Quirigua — Modelo,sitp_urban,Operador B,Quirigua,Modelo,10,Quirigua;Marly;CiudadBolívar;Cedritos;Marsella;Portal Sur;Usme;Galerías;Museo;Modelo,11.06,41,6,16.19,15,06:51:00,23:43:00,67,LINESTRING(...),synthetic_generated_by_chatgpt
R0317,SITP_COMPLEMENTARIA SanAndresito — Usme,sitp_complementaria,Operador A,SanAndresito,Usme,5,SanAndresito;Restrepo;La Castellana;San Victorino;Usme,4.39,12,2,21.93,12,06:42:00,23:40:00,84,LINESTRING(...),synthetic_generated_by_chatgpt
R0318,ALIMENTADOR Usme — Acueducto,alimentador,Operador A,Usme,Acueducto,5,Usme;SimónBolívar;Av.Calle26;Marly;Acueducto,5.3,29,2,10.96,10,04:00:00,20:03:00,96,LINESTRING(...),synthetic_generated_by_chatgpt
R0319,SITP_URBAN Galerías — Cedritos,sitp_urban,Consorcio Zonal,Galerías,Cedritos,8,Galerías;PlazaBolívar;PortalNorte;Av.Calle26;SimónBolívar;La Candelaria;ColinaCampestre;Cedritos,7.98,28,5,17.11,12,04:17:00,21:21:00,85,LINESTRING(...),synthetic_generated_by_chatgpt
R0320,SITP_COMPLEMENTARIA Monserrate — SimónBolívar,sitp_complementaria,Empresa SITP,Monserrate,SimónBolívar,13,Monserrate;Restrepo;Salitre;San Victorino;CiudadBolívar;Alquería;ZonaFranc;Marsella;NQS;Modelo;Suba;Usaquén;SimónBolívar,9.13,38,6,14.42,20,04:13:00,21:53:00,53,LINESTRING(...),synthetic_generated_by_chatgpt
R0321,TRANSMILENIO_TRONCAL Avenida19 — Kennedy,transmilenio_troncal,Empresa SITP,Avenida19,Kennedy,19,Avenida19;Venecia;Cedritos;Suba;Av.Calle26;Avenida39;Teusaquillo;Salitre;Restrepo;SimónBolívar;Fontibón;San Victorino;Chía;PlazaBolívar;LasAguas;Tunal;Parque93;Marsella;Kennedy,16.57,50,11,19.89,12,05:13:00,23:44:00,92,LINESTRING(...),synthetic_generated_by_chatgpt
R0322,ALIMENTADOR CiudadBolívar — Suba,alimentador,Operador A,CiudadBolívar,Suba,17,CiudadBolívar;Teusaquillo;El Tintal;PortalNorte;Modelo;Avenida19;Chía;PlazaBolívar;San Victorino;Monserrate;La Castellana;Chapinero;ZonaFranc;Usme;Avenida39;ColinaCampestre;Suba,16.05,57,16,16.89,5,04:02:00,21:23:00,208,LINESTRING(...),synthetic_generated_by_chatgpt
R0323,CABLE ColinaCampestre — Teusaquillo,cable,Operador B,ColinaCampestre,Teusaquillo,9,ColinaCampestre;Marsella;Museo;GranEstación;Kennedy;Venecia;LasAguas;CiudadBolívar;Teusaquillo,9.55,39,8,14.68,15,05:42:00,21:00:00,61,LINESTRING(...),synthetic_generated_by_chatgpt
R0324,SITP_COMPLEMENTARIA Venecia — Av.Calle26,sitp_complementaria,Operador A,Venecia,Av.Calle26,15,Venecia;Usme;Teusaquillo;Tunal;NQS;Alquería;Avenida19;Parque93;Calle80;Cedritos;Bosa;GranEstación;Restrepo;Chapinero;Av.Calle26,12.51,40,7,18.77,20,05:03:00,22:56:00,53,LINESTRING(...),synthetic_generated_by_chatgpt
R0325,TRANSMILENIO_TRONCAL GranEstación — Parque93,transmilenio_troncal,Consorcio Zonal,GranEstación,Parque93,16,GranEstación;El Tintal;Usme;Alquería;Marly;La Castellana;Chapinero;Restrepo;Marsella;Monserrate;Tunal;Quirigua;Suba;Soacha;SimónBolívar;Parque93,17.08,55,5,18.63,20,06:07:00,22:07:00,48,LINESTRING(...),synthetic_generated_by_chatgpt
R0326,SITP_COMPLEMENTARIA El Tintal — Chía,sitp_complementaria,Operador B,El Tintal,Chía,10,El Tintal;San Victorino;Alquería;Calle80;NQS;Monserrate;CiudadBolívar;Engativá;ZonaFranc;Chía,11.23,41,9,16.43,30,04:25:00,21:28:00,34,LINESTRING(...),synthetic_generated_by_chatgpt
R0327,SITP_URBAN Avenida19 — Calle80,sitp_urban,Consorcio Zonal,Avenida19,Calle80,8,Avenida19;SimónBolívar;El Tintal;LasAguas;La Castellana;Salitre;Kennedy;Calle80,6.64,29,2,13.74,30,04:51:00,21:13:00,32,LINESTRING(...),synthetic_generated_by_chatgpt
R0328,SITP_URBAN La Candelaria — Engativá,sitp_urban,Empresa SITP,La Candelaria,Engativá,11,La Candelaria;GranEstación;La Castellana;Centro;CiudadBolívar;Modelo;Kennedy;Cedritos;Marly;Monserrate;Engativá,11.09,34,4,19.56,15,04:19:00,20:40:00,65,LINESTRING(...),synthetic_generated_by_chatgpt
R0329,TRANSMILENIO_TRONCAL Monserrate — Chía,transmilenio_troncal,Transmilenio S.A.,Monserrate,Chía,16,Monserrate;Galerías;Museo;Cedritos;Parque93;PortalNorte;Fontibón;Engativá;Usaquén;SanAndresito;Soacha;Quirigua;Modelo;Kennedy;Suba;Chía,13.8,58,6,14.27,10,04:33:00,21:23:00,101,LINESTRING(...),synthetic_generated_by_chatgpt
R0330,TRANSMILENIO_TRONCAL Monserrate — San Victorino,transmilenio_troncal,Transmilenio S.A.,Monserrate,San Victorino,8,Monserrate;Kennedy;Quirigua;La Castellana;Cedritos;ColinaCampestre;Calle80;San Victorino,6.47,24,5,16.17,10,04:58:00,20:23:00,92,LINESTRING(...),synthetic_generated_by_chatgpt
R0331,ALIMENTADOR Bosa — Restrepo,alimentador,Transmilenio S.A.,Bosa,Restrepo,14,Bosa;Usme;Usaquén;Chía;Centro;SimónBolívar;NQS;LasAguas;Portal Sur;La Candelaria;Tunal;Fontibón;GranEstación;Restrepo,15.6,54,13,17.33,15,06:22:00,21:37:00,61,LINESTRING(...),synthetic_generated_by_chatgpt
R0332,SITP_URBAN Monserrate — Tunal,sitp_urban,Operador B,Monserrate,Tunal,7,Monserrate;PortalNorte;Avenida19;Portal Sur;Av.Calle26;Bosa;Tunal,6.98,32,5,13.09,15,05:51:00,22:48:00,67,LINESTRING(...),synthetic_generated_by_chatgpt
R0333,SITP_URBAN SimónBolívar — La Castellana,sitp_urban,Transmilenio S.A.,SimónBolívar,La Castellana,16,SimónBolívar;Kennedy;Centro;Avenida19;Restrepo;San Victorino;El Tintal;Usme;Acueducto;GranEstación;Chía;Galerías;Alquería;ZonaFranc;Salitre;La Castellana,13.0,52,10,15.0,30,04:21:00,23:15:00,37,LINESTRING(...),synthetic_generated_by_chatgpt
R0334,SITP_URBAN CiudadBolívar — Restrepo,sitp_urban,Consorcio Zonal,CiudadBolívar,Restrepo,12,CiudadBolívar;Usaquén;La Candelaria;Monserrate;SimónBolívar;Tunal;Soacha;Venecia;PortalNorte;Suba;Acueducto;Restrepo,14.38,51,9,16.91,10,07:00:00,22:32:00,93,LINESTRING(...),synthetic_generated_by_chatgpt
R0335,SITP_COMPLEMENTARIA SanAndresito — Monserrate,sitp_complementaria,Operador B,SanAndresito,Monserrate,16,SanAndresito;ZonaFranc;Centro;El Tintal;Salitre;La Candelaria;Cedritos;Engativá;Chapinero;Usaquén;Avenida39;Portal Sur;Kennedy;Acueducto;Chía;Monserrate,13.28,54,12,14.75,7,06:40:00,21:34:00,127,LINESTRING(...),synthetic_generated_by_chatgpt
R0336,TRANSMILENIO_TRONCAL SanAndresito — ZonaFranc,transmilenio_troncal,Operador B,SanAndresito,ZonaFranc,9,SanAndresito;Monserrate;Teusaquillo;Cedritos;Centro;Fontibón;Soacha;Av.Calle26;ZonaFranc,10.16,24,6,25.41,15,05:29:00,22:25:00,67,LINESTRING(...),synthetic_generated_by_chatgpt
R0337,TRANSMILENIO_TRONCAL ZonaFranc — LasAguas,transmilenio_troncal,Empresa SITP,ZonaFranc,LasAguas,7,ZonaFranc;Salitre;Quirigua;Kennedy;ColinaCampestre;Usaquén;LasAguas,4.95,16,3,18.54,20,04:13:00,23:05:00,56,LINESTRING(...),synthetic_generated_by_chatgpt
R0338,SITP_COMPLEMENTARIA La Castellana — NQS,sitp_complementaria,Empresa SITP,La Castellana,NQS,13,La Castellana;Salitre;Engativá;SanAndresito;LasAguas;La Candelaria;ColinaCampestre;ZonaFranc;Quirigua;Alquería;Galerías;PlazaBolívar;NQS,14.4,56,11,15.43,20,06:19:00,22:21:00,48,LINESTRING(...),synthetic_generated_by_chatgpt
R0339,ALIMENTADOR Suba — Chapinero,alimentador,Operador B,Suba,Chapinero,14,Suba;Venecia;Museo;Av.Calle26;El Tintal;Tunal;Parque93;Calle80;Centro;NQS;Restrepo;GranEstación;Soacha;Chapinero,13.19,51,11,15.52,12,04:31:00,21:30:00,84,LINESTRING(...),synthetic_generated_by_chatgpt
R0340,ALIMENTADOR Chapinero — Chía,alimentador,Empresa SITP,Chapinero,Chía,13,Chapinero;CiudadBolívar;Kennedy;Bosa;Parque93;Alquería;Restrepo;Monserrate;Quirigua;Venecia;Galerías;Salitre;Chía,12.2,42,7,17.43,12,04:12:00,22:06:00,89,LINESTRING(...),synthetic_generated_by_chatgpt
R0341,SITP_URBAN Alquería — Monserrate,sitp_urban,Operador A,Alquería,Monserrate,15,Alquería;LasAguas;La Candelaria;PortalNorte;Quirigua;ColinaCampestre;Fontibón;Calle80;GranEstación;Suba;Restrepo;Galerías;Cedritos;SimónBolívar;Monserrate,12.75,40,6,19.12,30,05:35:00,20:01:00,28,LINESTRING(...),synthetic_generated_by_chatgpt
R0342,SITP_COMPLEMENTARIA SanAndresito — ZonaFranc,sitp_complementaria,Empresa SITP,SanAndresito,ZonaFranc,7,SanAndresito;CiudadBolívar;Teusaquillo;Kennedy;La Castellana;LasAguas;ZonaFranc,5.81,13,2,26.79,12,05:53:00,22:10:00,81,LINESTRING(...),synthetic_generated_by_chatgpt
R0343,SITP_URBAN PlazaBolívar — Chapinero,sitp_urban,Operador B,PlazaBolívar,Chapinero,5,PlazaBolívar;Marly;SanAndresito;Usaquén;Chapinero,4.6,18,2,15.35,10,06:12:00,21:18:00,90,LINESTRING(...),synthetic_generated_by_chatgpt
R0344,SITP_COMPLEMENTARIA Venecia — Usaquén,sitp_complementaria,Operador B,Venecia,Usaquén,19,Venecia;Monserrate;Calle80;CiudadBolívar;Portal Sur;ColinaCampestre;Fontibón;Kennedy;Salitre;SanAndresito;Quirigua;Chía;Usme;Tunal;Restrepo;Teusaquillo;Avenida19;Marsella;Usaquén,17.04,70,18,14.61,5,04:56:00,20:52:00,191,LINESTRING(...),synthetic_generated_by_chatgpt
R0345,CABLE Portal Sur — ZonaFranc,cable,Operador A,Portal Sur,ZonaFranc,17,Portal Sur;La Candelaria;Bosa;Parque93;Fontibón;SanAndresito;Tunal;San Victorino;Monserrate;NQS;Calle80;Usme;Museo;Centro;Galerías;GranEstación;ZonaFranc,18.54,66,7,16.85,10,06:23:00,23:13:00,101,LINESTRING(...),synthetic_generated_by_chatgpt
R0346,TRANSMILENIO_TRONCAL Calle80 — Museo,transmilenio_troncal,Empresa SITP,Calle80,Museo,19,Calle80;Fontibón;NQS;Av.Calle26;Soacha;Quirigua;SanAndresito;Tunal;Monserrate;Avenida39;La Candelaria;Engativá;Modelo;LasAguas;El Tintal;GranEstación;Chía;Alquería;Museo,18.88,64,13,17.7,5,04:11:00,20:02:00,190,LINESTRING(...),synthetic_generated_by_chatgpt
R0347,ALIMENTADOR Cedritos — SimónBolívar,alimentador,Consorcio Zonal,Cedritos,SimónBolívar,15,Cedritos;Usaquén;Marsella;Restrepo;Usme;Kennedy;San Victorino;Chía;Monserrate;Alquería;La Candelaria;Bosa;Chapinero;Museo;SimónBolívar,12.58,42,5,17.97,30,06:05:00,20:01:00,27,LINESTRING(...),synthetic_generated_by_chatgpt
R0348,SITP_URBAN Salitre — Monserrate,sitp_urban,Consorcio Zonal,Salitre,Monserrate,20,Salitre;Chapinero;Avenida39;PortalNorte;La Candelaria;Centro;El Tintal;Restrepo;Usaquén;Marsella;SanAndresito;Avenida19;Av.Calle26;Cedritos;Calle80;Teusaquillo;Marly;Soacha;San Victorino;Monserrate,23.56,94,17,15.04,20,06:48:00,23:52:00,51,LINESTRING(...),synthetic_generated_by_chatgpt
R0349,TRANSMILENIO_TRONCAL Quirigua — Teusaquillo,transmilenio_troncal,Transmilenio S.A.,Quirigua,Teusaquillo,5,Quirigua;Museo;LasAguas;Kennedy;Teusaquillo,5.93,16,4,22.23,7,04:10:00,22:41:00,158,LINESTRING(...),synthetic_generated_by_chatgpt
R0350,SITP_COMPLEMENTARIA CiudadBolívar — GranEstación,sitp_complementaria,Consorcio Zonal,CiudadBolívar,GranEstación,10,CiudadBolívar;ZonaFranc;Venecia;Museo;Tunal;Av.Calle26;Marsella;Soacha;PlazaBolívar;GranEstación,10.3,28,3,22.07,7,05:31:00,21:41:00,138,LINESTRING(...),synthetic_generated_by_chatgpt
R0351,SITP_COMPLEMENTARIA Galerías — Quirigua,sitp_complementaria,Operador A,Galerías,Quirigua,11,Galerías;Engativá;GranEstación;Alquería;Avenida39;Modelo;Av.Calle26;Marly;La Candelaria;SimónBolívar;Quirigua,10.8,35,7,18.51,10,04:56:00,23:06:00,109,LINESTRING(...),synthetic_generated_by_chatgpt
R0352,SITP_URBAN Centro — Chapinero,sitp_urban,Consorcio Zonal,Centro,Chapinero,5,Centro;San Victorino;Parque93;Monserrate;Chapinero,3.52,9,4,23.44,30,05:04:00,22:50:00,35,LINESTRING(...),synthetic_generated_by_chatgpt
R0353,CABLE Chapinero — GranEstación,cable,Operador B,Chapinero,GranEstación,12,Chapinero;Usaquén;CiudadBolívar;Modelo;Tunal;Kennedy;Chía;Engativá;Acueducto;El Tintal;Suba;GranEstación,14.3,53,6,16.18,7,05:39:00,21:34:00,136,LINESTRING(...),synthetic_generated_by_chatgpt
R0354,CABLE Acueducto — Chía,cable,Transmilenio S.A.,Acueducto,Chía,13,Acueducto;La Candelaria;Avenida39;Salitre;SanAndresito;Cedritos;ColinaCampestre;Galerías;PortalNorte;Alquería;PlazaBolívar;LasAguas;Chía,13.32,48,9,16.66,15,05:48:00,22:33:00,67,LINESTRING(...),synthetic_generated_by_chatgpt
R0355,CABLE La Castellana — Marly,cable,Consorcio Zonal,La Castellana,Marly,12,La Castellana;Centro;Av.Calle26;SanAndresito;PortalNorte;CiudadBolívar;Teusaquillo;Galerías;Avenida39;Suba;Marsella;Marly,8.79,30,3,17.59,10,06:49:00,23:03:00,97,LINESTRING(...),synthetic_generated_by_chatgpt
R0356,SITP_URBAN Parque93 — Monserrate,sitp_urban,Consorcio Zonal,Parque93,Monserrate,19,Parque93;NQS;LasAguas;Museo;Chapinero;Modelo;Quirigua;Salitre;Marly;Restrepo;Tunal;La Castellana;Usaquén;Bosa;Fontibón;Portal Sur;Alquería;CiudadBolívar;Monserrate,21.91,83,15,15.84,7,06:11:00,23:34:00,149,LINESTRING(...),synthetic_generated_by_chatgpt
R0357,TRANSMILENIO_TRONCAL La Castellana — Restrepo,transmilenio_troncal,Empresa SITP,La Castellana,Restrepo,5,La Castellana;Calle80;GranEstación;Avenida39;Restrepo,4.16,23,4,10.86,30,04:32:00,20:09:00,31,LINESTRING(...),synthetic_generated_by_chatgpt
R0358,SITP_URBAN SimónBolívar — Galerías,sitp_urban,Operador A,SimónBolívar,Galerías,5,SimónBolívar;Usme;Venecia;Soacha;Galerías,3.99,14,1,17.09,12,06:50:00,23:18:00,82,LINESTRING(...),synthetic_generated_by_chatgpt
R0359,TRANSMILENIO_TRONCAL SanAndresito — La Castellana,transmilenio_troncal,Transmilenio S.A.,SanAndresito,La Castellana,7,SanAndresito;Chía;Avenida39;Marsella;Modelo;Quirigua;La Castellana,5.94,18,6,19.78,30,05:53:00,20:00:00,28,LINESTRING(...),synthetic_generated_by_chatgpt
R0360,SITP_URBAN NQS — Monserrate,sitp_urban,Operador A,NQS,Monserrate,8,NQS;Chapinero;Parque93;Chía;ZonaFranc;Avenida19;CiudadBolívar;Monserrate,8.63,41,6,12.64,30,06:14:00,23:03:00,33,LINESTRING(...),synthetic_generated_by_chatgpt
R0361,SITP_COMPLEMENTARIA Av.Calle26 — Chía,sitp_complementaria,Operador B,Av.Calle26,Chía,19,Av.Calle26;La Candelaria;Chapinero;Centro;NQS;Parque93;PlazaBolívar;Tunal;San Victorino;Kennedy;Avenida19;Venecia;Alquería;CiudadBolívar;SanAndresito;El Tintal;Fontibón;ZonaFranc;Chía,13.9,57,12,14.63,15,05:52:00,21:47:00,63,LINESTRING(...),synthetic_generated_by_chatgpt
R0362,ALIMENTADOR Galerías — Cedritos,alimentador,Transmilenio S.A.,Galerías,Cedritos,14,Galerías;Fontibón;Avenida39;Parque93;NQS;La Candelaria;PortalNorte;Portal Sur;Marly;Modelo;Salitre;Calle80;SimónBolívar;Cedritos,12.03,31,5,23.27,7,05:50:00,21:14:00,132,LINESTRING(...),synthetic_generated_by_chatgpt
R0363,SITP_COMPLEMENTARIA ZonaFranc — Museo,sitp_complementaria,Transmilenio S.A.,ZonaFranc,Museo,20,ZonaFranc;Galerías;Teusaquillo;Engativá;La Castellana;Quirigua;SanAndresito;Restrepo;Salitre;LasAguas;Avenida39;Usme;Calle80;Monserrate;Acueducto;Portal Sur;NQS;Venecia;Usaquén;Museo,20.24,66,10,18.4,20,06:02:00,21:13:00,45,LINESTRING(...),synthetic_generated_by_chatgpt
R0364,ALIMENTADOR ZonaFranc — El Tintal,alimentador,Transmilenio S.A.,ZonaFranc,El Tintal,10,ZonaFranc;Fontibón;Avenida39;Tunal;Parque93;Kennedy;ColinaCampestre;Usaquén;GranEstación;El Tintal,10.79,33,5,19.62,7,06:11:00,23:06:00,145,LINESTRING(...),synthetic_generated_by_chatgpt
R0365,ALIMENTADOR La Castellana — Soacha,alimentador,Consorcio Zonal,La Castellana,Soacha,11,La Castellana;Usme;LasAguas;La Candelaria;Engativá;Avenida19;Kennedy;SimónBolívar;Museo;ColinaCampestre;Soacha,9.91,35,6,16.99,15,06:15:00,22:16:00,64,LINESTRING(...),synthetic_generated_by_chatgpt
R0366,ALIMENTADOR El Tintal — Chapinero,alimentador,Empresa SITP,El Tintal,Chapinero,17,El Tintal;Restrepo;Centro;Fontibón;CiudadBolívar;La Castellana;Quirigua;Bosa;PortalNorte;Salitre;SanAndresito;Engativá;SimónBolívar;Alquería;Portal Sur;Soacha;Chapinero,12.08,64,14,11.32,30,06:21:00,22:54:00,33,LINESTRING(...),synthetic_generated_by_chatgpt
R0367,ALIMENTADOR Fontibón — La Candelaria,alimentador,Consorcio Zonal,Fontibón,La Candelaria,10,Fontibón;Teusaquillo;San Victorino;Modelo;Usme;Usaquén;Museo;La Castellana;Centro;La Candelaria,8.4,37,7,13.62,5,04:38:00,23:15:00,223,LINESTRING(...),synthetic_generated_by_chatgpt
R0368,SITP_URBAN Kennedy — La Candelaria,sitp_urban,Operador B,Kennedy,La Candelaria,17,Kennedy;Teusaquillo;Centro;Avenida39;Alquería;Restrepo;ColinaCampestre;La Castellana;Venecia;Monserrate;Calle80;LasAguas;Marly;NQS;SanAndresito;PortalNorte;La Candelaria,16.93,65,15,15.63,5,06:10:00,21:01:00,178,LINESTRING(...),synthetic_generated_by_chatgpt
R0369,TRANSMILENIO_TRONCAL Fontibón — Engativá,transmilenio_troncal,Transmilenio S.A.,Fontibón,Engativá,19,Fontibón;Avenida39;Usaquén;Venecia;Galerías;Centro;Avenida19;Parque93;Kennedy;Museo;Monserrate;ColinaCampestre;Marly;PortalNorte;Salitre;La Candelaria;Av.Calle26;Marsella;Engativá,20.26,72,11,16.88,10,06:43:00,23:19:00,99,LINESTRING(...),synthetic_generated_by_chatgpt
R0370,SITP_URBAN Engativá — Fontibón,sitp_urban,Operador B,Engativá,Fontibón,9,Engativá;Centro;GranEstación;Venecia;NQS;Portal Sur;Acueducto;Quirigua;Fontibón,9.87,33,7,17.94,30,05:00:00,21:56:00,33,LINESTRING(...),synthetic_generated_by_chatgpt
R0371,TRANSMILENIO_TRONCAL ColinaCampestre — Avenida19,transmilenio_troncal,Operador B,ColinaCampestre,Avenida19,6,ColinaCampestre;Calle80;Alquería;CiudadBolívar;Usaquén;Avenida19,4.79,23,2,12.5,12,04:47:00,21:01:00,81,LINESTRING(...),synthetic_generated_by_chatgpt
R0372,SITP_URBAN Acueducto — Museo,sitp_urban,Consorcio Zonal,Acueducto,Museo,13,Acueducto;Venecia;ZonaFranc;Av.Calle26;Avenida39;La Candelaria;Monserrate;LasAguas;Chapinero;Restrepo;PlazaBolívar;Calle80;Museo,14.98,61,8,14.73,30,05:48:00,23:45:00,35,LINESTRING(...),synthetic_generated_by_chatgpt
R0373,TRANSMILENIO_TRONCAL Monserrate — GranEstación,transmilenio_troncal,Transmilenio S.A.,Monserrate,GranEstación,17,Monserrate;Parque93;Usme;Portal Sur;PlazaBolívar;Restrepo;Teusaquillo;Salitre;NQS;Cedritos;Galerías;Quirigua;Soacha;Kennedy;CiudadBolívar;Centro;GranEstación,17.41,68,7,15.36,10,05:18:00,22:43:00,104,LINESTRING(...),synthetic_generated_by_chatgpt
R0374,SITP_COMPLEMENTARIA ZonaFranc — Marsella,sitp_complementaria,Consorcio Zonal,ZonaFranc,Marsella,5,ZonaFranc;Tunal;Calle80;Restrepo;Marsella,4.75,15,3,18.99,20,04:49:00,21:19:00,49,LINESTRING(...),synthetic_generated_by_chatgpt
R0375,SITP_COMPLEMENTARIA Chía — Parque93,sitp_complementaria,Operador A,Chía,Parque93,12,Chía;Calle80;Salitre;Marly;NQS;San Victorino;Marsella;LasAguas;Avenida19;Modelo;Centro;Parque93,13.68,51,9,16.09,20,05:27:00,20:09:00,44,LINESTRING(...),synthetic_generated_by_chatgpt
R0376,ALIMENTADOR GranEstación — CiudadBolívar,alimentador,Consorcio Zonal,GranEstación,CiudadBolívar,19,GranEstación;NQS;Soacha;Alquería;Avenida19;Quirigua;Chapinero;Venecia;SimónBolívar;Avenida39;Acueducto;Fontibón;Bosa;Usaquén;Engativá;Usme;Kennedy;LasAguas;CiudadBolívar,21.53,77,17,16.78,30,06:15:00,20:06:00,27,LINESTRING(...),synthetic_generated_by_chatgpt
R0377,SITP_URBAN PortalNorte — ColinaCampestre,sitp_urban,Operador B,PortalNorte,ColinaCampestre,14,PortalNorte;Quirigua;ZonaFranc;Calle80;Chapinero;Salitre;Usaquén;SanAndresito;CiudadBolívar;Usme;Engativá;Centro;Portal Sur;ColinaCampestre,10.95,43,11,15.28,15,05:40:00,20:55:00,61,LINESTRING(...),synthetic_generated_by_chatgpt
R0378,TRANSMILENIO_TRONCAL PortalNorte — Engativá,transmilenio_troncal,Operador B,PortalNorte,Engativá,12,PortalNorte;Soacha;Teusaquillo;Marly;ColinaCampestre;Cedritos;Chía;Galerías;San Victorino;GranEstación;La Candelaria;Engativá,8.62,26,5,19.88,5,06:59:00,23:06:00,193,LINESTRING(...),synthetic_generated_by_chatgpt
R0379,TRANSMILENIO_TRONCAL SanAndresito — Avenida19,transmilenio_troncal,Empresa SITP,SanAndresito,Avenida19,11,SanAndresito;Kennedy;Monserrate;GranEstación;Modelo;Centro;Galerías;Bosa;Venecia;Engativá;Avenida19,10.19,34,8,17.98,12,05:55:00,21:10:00,76,LINESTRING(...),synthetic_generated_by_chatgpt
